data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-03-02 21:28:49.973775;1604;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Carline Shirley;feminino;cartão de crédito
2025-03-02 23:11:52.805658;1605;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Dick Moulton;masculino;cartão de crédito
2025-03-03 01:13:49.316940;1606;São Paulo;Lucas Pereira;Fone de Ouvido Sony;John Carter;feminino;cartão de crédito
2025-03-03 18:35:52.599965;1607;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;John Oregel;masculino;pix
2025-03-03 18:53:46.872314;1608;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Heather Gentry;feminino;cartão de crédito
2025-03-03 21:10:49.105412;1609;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Clayton Bernstein;masculino;dinheiro
2025-03-03 21:14:51.705049;1610;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Nancy Fischer;feminino;pix
2025-03-03 22:25:53.335117;1611;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Stephen Stevens;masculino;cartão de crédito
2025-03-04 16:39:49.355050;1612;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Joe Wilson;masculino;pix
2025-03-04 17:21:52.967694;1613;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Rebecca Lomas;feminino;cartão de crédito
2025-03-04 18:42:52.415592;1614;São Paulo;Ana Oliveira;Smartwatch Garmin;Manuel Pak;masculino;pix
2025-03-04 22:30:52.739670;1615;São Paulo;Ana Oliveira;Smartwatch Garmin;Roy Carr;masculino;dinheiro
2025-03-05 21:44:49.358587;1616;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Michael Mccrae;masculino;dinheiro
2025-03-06 00:27:48.463898;1617;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Steven Ulloa;masculino;boleto
2025-03-06 15:59:50.370274;1618;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Katherine Smith;feminino;dinheiro
2025-03-06 19:02:51.147082;1619;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Coralee Eaton;feminino;dinheiro
2025-03-06 20:37:50.244724;1620;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Tony Jeter;masculino;dinheiro
2025-03-06 20:40:49.143348;1621;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Candy Lee;feminino;pix
2025-03-06 21:06:49.004764;1622;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;James Easterling;masculino;pix
2025-03-06 21:49:53.138759;1623;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Marcia Marquez;feminino;boleto
2025-03-06 22:04:46.431102;1624;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Norman Muldowney;masculino;dinheiro
2025-03-06 23:24:52.895115;1625;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Ruth Belk;feminino;cartão de crédito
2025-03-07 15:18:51.120092;1626;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Carolyn Poehlman;feminino;boleto
2025-03-07 16:15:47.677725;1627;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Dorothy Moore;feminino;cartão de crédito
2025-03-07 19:12:47.839337;1628;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Shauna Krum;feminino;dinheiro
2025-03-07 21:29:48.945353;1629;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Ernest Krigbaum;masculino;boleto
2025-03-07 21:54:46.312106;1630;São Paulo;Lucas Pereira;Smartwatch Garmin;James Richardson;masculino;cartão de crédito
2025-03-07 22:46:53.608262;1631;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Penny Johnson;feminino;pix
2025-03-08 00:00:48.213445;1632;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Patricia Williams;feminino;pix
2025-03-08 16:11:47.671274;1633;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Ramona Tittle;feminino;pix
2025-03-08 19:22:53.340767;1634;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Sarah Lindgren;feminino;boleto
2025-03-09 00:12:45.788260;1635;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Raymond Scott;masculino;cartão de crédito
2025-03-09 21:21:50.454092;1636;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Daniel Lopez;masculino;boleto
2025-03-09 23:55:46.761527;1637;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Veronica Shepherd;feminino;boleto
2025-03-10 16:36:53.608010;1638;São Paulo;Lucas Pereira;Notebook Dell Inspiron;David Cook;masculino;pix
2025-03-10 17:31:52.762982;1639;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Dina Blevins;feminino;pix
2025-03-10 17:37:53.014616;1640;São Paulo;Lucas Pereira;Smartwatch Garmin;Paul Dumire;masculino;boleto
2025-03-10 19:01:50.611785;1641;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Mariana Trail;feminino;boleto
2025-03-11 15:15:49.355252;1642;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Susan Scott;feminino;pix
2025-03-11 18:04:46.137777;1643;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Arnold Krumroy;masculino;pix
2025-03-11 23:02:48.937130;1644;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Misti Burnett;feminino;dinheiro
2025-03-11 23:08:52.803766;1645;São Paulo;Ana Oliveira;Smartwatch Garmin;Dwight Hutchinson;masculino;pix
2025-03-12 01:19:53.029961;1646;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Gary Barraza;masculino;pix
2025-03-12 16:49:50.336771;1647;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Lorene Vesely;feminino;pix
2025-03-12 18:23:47.995711;1648;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joseph Chizmar;masculino;boleto
2025-03-12 18:59:47.823839;1649;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Ernest Hamilton;masculino;boleto
2025-03-13 15:20:49.689410;1650;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Fannie Bellows;feminino;boleto
2025-03-13 16:38:50.820751;1651;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Tyron Warner;masculino;pix
2025-03-13 16:45:52.842935;1652;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Christopher Lopez;masculino;cartão de crédito
2025-03-13 17:21:48.331530;1653;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Faye Jordon;feminino;dinheiro
2025-03-13 20:12:46.908337;1654;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;June Walters;feminino;pix
2025-03-13 20:52:52.967193;1655;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Joseph Denton;masculino;pix
2025-03-13 23:23:47.995602;1656;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Donald Allen;masculino;dinheiro
2025-03-14 01:59:50.516453;1657;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Shoshana Danley;feminino;cartão de crédito
2025-03-14 18:27:49.145281;1658;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Luis Corning;masculino;boleto
2025-03-14 21:26:46.337217;1659;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Aaron Spotwood;masculino;boleto
2025-03-14 23:24:50.283873;1660;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Michael Guevara;masculino;cartão de crédito
2025-03-14 23:49:46.636495;1661;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Margaret Jones;feminino;cartão de crédito
2025-03-15 00:35:45.670198;1662;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Norman Verduzco;masculino;boleto
2025-03-15 01:12:53.169617;1663;São Paulo;Lucas Pereira;Tablet Apple Ipad;Richard Bell;masculino;cartão de crédito
2025-03-15 16:54:48.668941;1664;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Michael Henry;masculino;boleto
2025-03-15 17:30:50.145006;1665;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Sheryl Reese;feminino;cartão de crédito
2025-03-15 17:57:48.077459;1666;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Walter Brooks;masculino;boleto
2025-03-15 18:01:51.590183;1667;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;William Olsen;masculino;dinheiro
2025-03-15 18:13:45.649567;1668;Florianópolis;Tiago Lima;Tablet Apple Ipad;Dorothy Shelton;feminino;cartão de crédito
2025-03-15 18:27:53.022815;1669;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Diane Carter;feminino;cartão de crédito
2025-03-15 20:31:50.962919;1670;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Michele Burger;feminino;dinheiro
2025-03-15 22:27:47.909687;1671;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Marcus Rodriguez;masculino;pix
2025-03-16 15:37:51.955541;1672;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Tyisha Quasdorf;feminino;cartão de crédito
2025-03-16 16:56:48.200192;1673;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Lee Wesley;masculino;boleto
2025-03-16 17:21:52.119960;1674;São Paulo;Ana Oliveira;Tablet Apple Ipad;George Mcmanus;masculino;boleto
2025-03-16 20:58:48.238623;1675;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Gary Roundtree;masculino;dinheiro
2025-03-16 21:18:50.746417;1676;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Argentina Houseworth;feminino;pix
2025-03-16 23:49:49.788990;1677;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Mildred Papay;feminino;cartão de crédito
2025-03-17 16:18:47.707132;1678;São Paulo;Lucas Pereira;Tablet Apple Ipad;Kelly Bingham;feminino;pix
2025-03-17 17:13:51.119676;1679;São Paulo;Lucas Pereira;Tablet Apple Ipad;Thomas Smith;masculino;dinheiro
2025-03-17 19:03:47.955130;1680;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Alfreda Kearns;feminino;boleto
2025-03-17 19:35:48.942430;1681;Florianópolis;Gabriela Santos;Smartwatch Garmin;Mariana Jones;feminino;dinheiro
2025-03-17 19:43:49.975010;1682;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Candace Cruz;feminino;boleto
2025-03-17 21:31:47.513359;1683;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Robert Hanson;masculino;cartão de crédito
2025-03-18 00:25:50.092096;1684;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dennis Zimmerman;masculino;boleto
2025-03-18 18:24:51.809063;1685;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ronald Brandt;masculino;cartão de crédito
2025-03-18 19:36:50.438595;1686;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Lisa Latimer;feminino;dinheiro
2025-03-18 21:32:50.738556;1687;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Marcela Roberts;feminino;cartão de crédito
2025-03-18 22:45:51.933976;1688;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Sheila Quinones;feminino;boleto
2025-03-19 15:13:48.083400;1689;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Matthew Crosby;feminino;boleto
2025-03-19 15:31:48.429208;1690;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Randall Rodriquez;masculino;dinheiro
2025-03-19 15:33:46.662099;1691;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Ryan Stoltz;masculino;dinheiro
2025-03-19 16:12:49.326443;1692;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Levi Young;masculino;boleto
2025-03-19 18:36:51.769492;1693;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Shirley Bowman;feminino;dinheiro
2025-03-19 21:55:49.150719;1694;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;John Jones;masculino;boleto
2025-03-19 23:35:49.155210;1695;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Charles West;masculino;dinheiro
2025-03-20 00:21:51.006072;1696;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Florence Wise;feminino;cartão de crédito
2025-03-20 01:40:47.950692;1697;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Julie Cardenas;feminino;cartão de crédito
2025-03-20 16:25:52.123444;1698;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Kendra Archer;feminino;cartão de crédito
2025-03-20 18:06:49.761594;1699;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Diane Boyle;feminino;pix
2025-03-20 22:04:47.254887;1700;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Geraldine Mauffray;feminino;pix
2025-03-20 23:06:47.742001;1701;São Paulo;Lucas Pereira;Tablet Apple Ipad;Angela Adams;feminino;dinheiro
2025-03-20 23:23:52.541523;1702;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Joe Corbin;masculino;pix
2025-03-21 00:41:48.669616;1703;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Linda Jones;feminino;boleto
2025-03-21 19:13:50.088281;1704;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Scott Hobart;masculino;pix
2025-03-21 19:55:46.760179;1705;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Jonathon Corley;masculino;pix
2025-03-21 20:54:51.937865;1706;São Paulo;Lucas Pereira;Smartwatch Garmin;Linda Scarpello;feminino;boleto
2025-03-22 00:48:47.948878;1707;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Margie Lightner;feminino;pix
2025-03-22 18:09:48.772815;1708;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Carol Doil;feminino;boleto
2025-03-22 20:58:47.824028;1709;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Elizabeth Martinez;feminino;dinheiro
2025-03-23 00:09:48.117928;1710;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Richard Fox;masculino;boleto
2025-03-23 15:06:46.555909;1711;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Patti Hysom;feminino;dinheiro
2025-03-23 18:06:50.453859;1712;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Daniel Norris;masculino;dinheiro
2025-03-23 19:16:50.592643;1713;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Robert Merten;masculino;dinheiro
2025-03-23 20:05:51.984767;1714;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Kristen Todaro;feminino;boleto
2025-03-23 20:12:51.751308;1715;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Karen Sterling;feminino;boleto
2025-03-23 22:32:46.237053;1716;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Carol Bridges;feminino;dinheiro
2025-03-23 23:43:52.966067;1717;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Mary Harding;feminino;pix
2025-03-24 01:46:45.723423;1718;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Dante Anton;masculino;boleto
2025-03-24 17:54:52.653346;1719;Florianópolis;Tiago Lima;Smartwatch Garmin;Carl Bartlett;masculino;dinheiro
2025-03-25 00:10:49.704053;1720;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Toya Murray;feminino;boleto
2025-03-25 01:23:50.032097;1721;Florianópolis;Tiago Lima;Smartwatch Garmin;Shirley Noel;feminino;dinheiro
2025-03-25 01:42:47.827195;1722;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Mary Sheeler;feminino;boleto
2025-03-25 15:09:48.977969;1723;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Winnifred Ferguson;feminino;pix
2025-03-25 15:42:48.172576;1724;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Gene Iberg;masculino;pix
2025-03-25 16:44:48.666538;1725;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Corrine Bruce;feminino;pix
2025-03-25 17:45:52.411130;1726;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Mary Colman;feminino;cartão de crédito
2025-03-25 18:48:47.468320;1727;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Howard Barlow;masculino;boleto
2025-03-25 23:25:49.981591;1728;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Toni Teixeira;feminino;boleto
2025-03-26 00:50:47.985268;1729;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Ellen Thelen;feminino;boleto
2025-03-26 20:29:47.275673;1730;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Minnie Williams;feminino;cartão de crédito
2025-03-26 21:41:47.823082;1731;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Robert Jones;masculino;cartão de crédito
2025-03-26 23:41:52.977112;1732;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Judy Sanford;feminino;boleto
2025-03-27 16:08:49.754906;1733;São Paulo;Lucas Pereira;Tablet Apple Ipad;Thomas Trogdon;masculino;dinheiro
2025-03-27 19:55:49.265975;1734;Florianópolis;Gabriela Santos;Smartwatch Garmin;Lawrence Sullins;masculino;pix
2025-03-28 01:10:46.874722;1735;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Bill Hayes;masculino;pix
2025-03-28 01:31:47.953882;1736;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Vivian Ramos;feminino;cartão de crédito
2025-03-28 15:21:49.908448;1737;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;James Schade;masculino;dinheiro
2025-03-28 16:03:50.983292;1738;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Stephanie Weaver;feminino;dinheiro
2025-03-28 16:31:49.985270;1739;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Cassie Culver;feminino;cartão de crédito
2025-03-28 17:57:52.514925;1740;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Thelma Clark;feminino;dinheiro
2025-03-28 18:02:50.141609;1741;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Seth Haggerty;masculino;cartão de crédito
2025-03-28 23:32:48.213694;1742;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Frank Kuntz;masculino;boleto
2025-03-29 01:54:46.255395;1743;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Kenneth Peterson;masculino;cartão de crédito
2025-03-29 16:53:48.665564;1744;São Paulo;Lucas Pereira;Tablet Apple Ipad;Gene Connell;masculino;boleto
2025-03-29 22:09:47.932305;1745;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Sean Calisto;masculino;cartão de crédito
2025-03-29 23:25:48.475982;1746;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Darlene Whitten;feminino;boleto
2025-03-29 23:26:49.732816;1747;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Dennis Davidson;masculino;boleto
2025-03-29 23:32:48.010110;1748;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Patrick Sconiers;masculino;pix
2025-03-30 15:58:48.944555;1749;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Richard Bird;masculino;boleto
2025-03-30 16:32:51.816221;1750;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Ronald Lucas;masculino;pix
2025-03-30 17:17:50.759386;1751;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Earl Hackwell;masculino;dinheiro
2025-03-30 18:51:46.682723;1752;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Cassandra Soderberg;feminino;dinheiro
2025-03-30 19:25:53.115276;1753;São Paulo;Ana Oliveira;Smartwatch Garmin;Wilda Schroeder;feminino;dinheiro
2025-03-30 20:16:48.862374;1754;São Paulo;Lucas Pereira;Smartwatch Garmin;Michele Outhouse;feminino;cartão de crédito
2025-03-30 21:39:47.946854;1755;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Marietta Taylor;feminino;cartão de crédito
2025-03-30 22:35:46.659161;1756;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Agustin Davis;masculino;cartão de crédito
2025-03-31 00:59:49.978807;1757;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Socorro Stockton;feminino;boleto
2025-03-31 01:18:53.525112;1758;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Charlie Palmer;masculino;boleto
2025-03-31 16:09:53.415821;1759;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Bradley Wood;masculino;dinheiro
2025-03-31 17:59:46.723229;1760;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Dylan Huff;masculino;pix
2025-03-31 19:45:52.971062;1761;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Winston Moon;masculino;dinheiro
2025-03-31 22:06:47.472289;1762;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Scarlett Vasko;feminino;pix
2025-03-31 22:14:46.647445;1763;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Charles Bon;masculino;pix
2025-04-01 00:17:45.720227;1764;São Paulo;Ana Oliveira;Tablet Apple Ipad;Lana Kuhns;feminino;pix
2025-04-01 01:31:47.482549;1765;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Brittany Castle;feminino;dinheiro
2025-04-01 01:41:46.878196;1766;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Justin Smith;masculino;pix
2025-04-01 17:06:48.740237;1767;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Imogene Schwartz;feminino;cartão de crédito
2025-04-01 19:27:49.054115;1768;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Kyle Campbell;masculino;boleto
2025-04-01 20:12:47.481520;1769;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Janet Mccombs;feminino;pix
2025-04-01 21:32:48.200726;1770;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Cindy Schaper;feminino;pix
2025-04-01 22:29:52.972303;1771;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Carlos Johnson;masculino;pix
2025-04-02 00:12:48.164656;1772;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mark Lam;masculino;pix
2025-04-02 00:30:45.940266;1773;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Sean Powell;masculino;pix
2025-04-02 16:28:45.743045;1774;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Mildred Molina;feminino;cartão de crédito
2025-04-02 17:00:52.614920;1775;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Paula Cummings;feminino;pix
2025-04-02 18:06:47.803963;1776;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Julie Janski;feminino;dinheiro
2025-04-02 20:29:47.601469;1777;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Betty Talley;feminino;dinheiro
2025-04-02 21:04:53.153380;1778;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Todd Cameron;masculino;pix
2025-04-02 23:54:50.370099;1779;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Charlotte Gibson;feminino;pix
2025-04-03 00:21:50.013652;1780;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;John Moore;masculino;cartão de crédito
2025-04-03 17:51:48.629920;1781;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Joseph Rice;masculino;dinheiro
2025-04-03 19:02:45.652879;1782;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Vance Carey;masculino;dinheiro
2025-04-04 00:34:52.845235;1783;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Daniel Ricci;masculino;cartão de crédito
2025-04-04 16:33:51.693573;1784;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Mary Sellars;feminino;pix
2025-04-04 18:07:46.905599;1785;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Tammie Hafer;feminino;cartão de crédito
2025-04-04 21:26:52.066185;1786;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Arlene Barnhart;feminino;pix
2025-04-04 23:37:52.514518;1787;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Melissa Johnson;feminino;pix
2025-04-05 00:37:50.437575;1788;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Erma Jacob;feminino;cartão de crédito
2025-04-05 16:14:51.399602;1789;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Margaret Cano;feminino;boleto
2025-04-05 18:13:53.332473;1790;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Dorothy Schneider;feminino;boleto
2025-04-05 18:43:52.639970;1791;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Theresa Long;feminino;pix
2025-04-05 20:55:47.905152;1792;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Diana Hall;feminino;boleto
2025-04-05 22:10:52.800325;1793;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Robert Spence;masculino;dinheiro
2025-04-05 23:13:52.852620;1794;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Vernon Edson;masculino;pix
2025-04-06 01:17:45.727325;1795;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Beatrice Wallace;feminino;cartão de crédito
2025-04-06 18:04:45.803976;1796;São Paulo;Lucas Pereira;Smartwatch Garmin;Vera Huber;feminino;boleto
2025-04-06 18:28:47.751639;1797;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Michelle Thorsness;feminino;pix
2025-04-06 18:31:49.662967;1798;Florianópolis;Tiago Lima;Tablet Apple Ipad;Priscilla Southard;feminino;dinheiro
2025-04-06 19:19:52.278413;1799;São Paulo;Ana Oliveira;Tablet Apple Ipad;Patricia Raines;feminino;pix
2025-04-06 22:54:49.094263;1800;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Thelma Horton;feminino;boleto
2025-04-07 15:13:49.885865;1801;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Tommy Keith;masculino;boleto
2025-04-07 15:19:48.420116;1802;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Alice Montague;feminino;pix
2025-04-07 15:26:48.940850;1803;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Harold Stearns;masculino;boleto
2025-04-07 18:15:48.447295;1804;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Vanessa Smith;feminino;pix
2025-04-07 23:32:47.956059;1805;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Louis Perkins;masculino;pix
2025-04-07 23:42:49.120138;1806;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Diana Boccella;feminino;pix
2025-04-08 01:17:51.917481;1807;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;John Richardt;masculino;cartão de crédito
2025-04-08 01:35:50.488741;1808;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Martha Garrett;feminino;dinheiro
2025-04-08 02:01:49.257703;1809;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Lily Carr;feminino;dinheiro
2025-04-08 02:03:51.453649;1810;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Robert Pecoraro;masculino;boleto
2025-04-08 15:13:51.822679;1811;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Elva Toney;feminino;dinheiro
2025-04-08 16:17:52.894803;1812;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Robert Wiley;masculino;cartão de crédito
2025-04-08 18:29:50.021826;1813;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Greg Watson;masculino;dinheiro
2025-04-08 19:35:50.774948;1814;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Calvin Meyers;masculino;boleto
